lot,ocena
PA/89140,70
PA/89141,72
PA/89142,82
PA/89143,82
PA/89144,69
PA/89145,81
PA/89146,84
PA/89147,70
PA/89148,70
PA/89149,84
PA/89150,81
PA/89151,80
PA/89152,86
PA/89153,70
PA/89154,70
PA/89155,67
PA/89156,72
PA/89157,69
PA/89158,67
PA/89159,79
PA/89160,73
PA/89161,68
PA/89162,87
PA/89163,72
PA/89164,70
PA/89165,76
PA/89166,80
PA/89167,76
PA/89168,69
PA/89169,77
PA/89170,79
PA/89171,86
PA/89172,77
PA/89173,81
PA/89174,74
PA/89175,70
PA/89176,80
PA/89177,86
PA/89178,80
PA/89179,70
PA/89180,85
PA/89181,84
PA/89182,87
PA/89183,87
PA/89184,68
PA/89185,75
PA/89186,81
PA/89187,70
PA/89188,78
PA/89189,74
PA/89190,68
PA/89191,72
PA/89192,82
PA/89193,67
PA/89194,87
PA/89195,70
PA/89196,84
PA/89197,67
PA/89198,77
PA/89199,79
PA/89200,77
PA/89201,69
PA/89202,86
PA/89203,75
PA/89204,75
PA/89205,76
PA/89206,83
PA/89207,77
PA/89208,74
PA/89209,82
PA/89210,82
PA/89211,70
PA/89212,83
PA/89213,69
PA/89214,72
PA/89215,72
PA/89216,73
PA/89217,69
PA/89218,74
PA/89219,78
PA/89220,76
PA/89221,71
PA/89222,69
PA/89223,82
PA/89224,81
PA/89225,87
PA/89226,77
PA/89227,86
PA/89228,75
PA/89229,69
PA/89230,68
PA/89231,87
PA/89232,86
PA/89233,74
PA/89234,83
PA/89235,86
PA/89236,69
PA/89237,85
PA/89238,86
PA/89239,70
PA/89240,85
PA/89241,74
PA/89242,77
PA/89243,87
PA/89244,79
PA/89245,73
PA/89246,85
PA/89247,82
PA/89248,86
PA/89249,86
PA/89250,79
PA/89251,85
PA/89252,67
PA/89253,75
PA/89254,76
PA/89255,72
PA/89256,71
PA/89257,70
PA/89258,84
PA/89259,72
PA/89260,84
PA/89261,77
PA/89262,78
PA/89263,86
PA/89264,71
PA/89265,69
PA/89266,68
PA/89267,87
PA/89268,71
PA/89269,69
PA/89270,80
PA/89271,79
PA/89272,84
PA/89273,77
PA/89274,72
PA/89275,71
PA/89276,69
PA/89277,84
PA/89278,82
PA/89279,86
PA/89280,81
PA/89281,87
PA/89282,83
PA/89283,86
PA/89284,85
PA/89285,74
PA/89286,72
PA/89287,73
PA/89288,79
PA/89289,67
PA/89290,81
PA/89291,69
PA/89292,72
PA/89293,79
PA/89294,78
PA/89295,81
PA/89296,72
PA/89297,69
PA/89298,83
PA/89299,82
PA/89300,70
PA/89301,77
PA/89302,87
PA/89303,82
PA/89304,71
PA/89305,73
PA/89306,72
PA/89307,78
PA/89308,87
PA/89309,73
PA/89310,68
PA/89311,84
PA/89312,73
PA/89313,81
PA/89314,81
PA/89315,75
PA/89316,78
PA/89317,73
PA/89318,70
PA/89319,76
PA/89320,83
PA/89321,68
PA/89322,82
PA/89323,78
PA/89324,77
PA/89325,76
PA/89326,82
PA/89327,71
PA/89328,70
PA/89329,86
PA/89330,85
PA/89331,70
PA/89332,84
PA/89333,82
PA/89334,77
PA/89335,83
PA/89336,78
PA/89337,80
PA/89338,82
PA/89339,77
PA/89340,73
PA/89341,79
PA/89342,80
PA/89343,75
PA/89344,68
PA/89345,81
PA/89346,84
PA/89347,85
PA/89348,74
PA/89349,77
PA/89350,82
PA/89351,70
PA/89352,72
PA/89353,78
PA/89354,83
PA/89355,69
PA/89356,84
PA/89357,83
PA/89358,74
PA/89359,85
PA/89360,72
PA/89361,75
PA/89362,85
PA/89363,84
PA/89364,70
PA/89365,83
PA/89366,87
PA/89367,79
PA/89368,79
PA/89369,71
PA/89370,76
PA/89371,87
PA/89372,71
PA/89373,78
PA/89374,70
PA/89375,80
PA/89376,70
PA/89377,82
PA/89378,86
PA/89379,73
PA/89380,69
PA/89381,67
PA/89382,82
PA/89383,80
PA/89384,82
PA/89385,84
PA/89386,82
PA/89387,74
PA/89388,76
PA/89389,72
PA/89390,81
PA/89391,84
PA/89392,74
PA/89393,75
PA/89394,81
PA/89395,80
PA/89396,78
PA/89397,72
PA/89398,68
PA/89399,87
PA/89400,69
PA/89401,84
PA/89402,85
PA/89403,76
PA/89404,71
PA/89405,72
PA/89406,84
PA/89407,68
PA/89408,82
PA/89409,84
PA/89410,67
PA/89411,72
PA/89412,75
PA/89413,86
PA/89414,68
PA/89415,81
PA/89416,80
PA/89417,74
PA/89418,67
PA/89419,71
PA/89420,80
PA/89421,73
PA/89422,71
PA/89423,67
PA/89424,74
PA/89425,68
PA/89426,70
PA/89427,72
PA/89428,77
PA/89429,80
PA/89430,83
PA/89431,80
PA/89432,81
PA/89433,78
PA/89434,86
PA/89435,80
PA/89436,73
PA/89437,82
PA/89438,67
PA/89439,86
PA/89440,80
PA/89441,81
PA/89442,69
PA/89443,85
PA/89444,75
PA/89445,86
PA/89446,84
PA/89447,80
PA/89448,84
PA/89449,84
PA/89450,84
PA/89451,87
PA/89452,75
PA/89453,69
PA/89454,68
PA/89455,74
PA/89456,87
PA/89457,85
PA/89458,87
PA/89459,75
PA/89460,79
PA/89461,71
PA/89462,80
PA/89463,85
PA/89464,81
PA/89465,75
PA/89466,72
PA/89467,78
PA/89468,81
PA/89469,81
PA/89470,74
PA/89471,68
PA/89472,85
PA/89473,68
PA/89474,82
PA/89475,72
PA/89476,80
PA/89477,76
PA/89478,77
PA/89479,73
PA/89480,80
PA/89481,74
PA/89482,71
PA/89483,71
PA/89484,69
PA/89485,74
PA/89486,87
PA/89487,82
PA/89488,82
PA/89489,74
PA/89490,86
PA/89491,69
PA/89492,71
PA/89493,67
PA/89494,87
PA/89495,84
PA/89496,74
PA/89497,84
PA/89498,80
PA/89499,82
PA/89500,75
PA/89501,75
PA/89502,71
PA/89503,77
PA/89504,71
PA/89505,75
PA/89506,85
PA/89507,85
PA/89508,79
PA/89509,75
PA/89510,80
PA/89511,87
PA/89512,76
PA/89513,86
PA/89514,75
PA/89515,77
PA/89516,74
PA/89517,82
PA/89518,68
PA/89519,86
PA/89520,77
PA/89521,79
PA/89522,87
PA/89523,80
PA/89524,67
PA/89525,76
PA/89526,81
PA/89527,78
PA/89528,76
PA/89529,70
PA/89530,76
PA/89531,73
PA/89532,80
PA/89533,82
PA/89534,81
PA/89535,85
PA/89536,85
PA/89537,70
PA/89538,67
PA/89539,70
PA/89540,86
PA/89541,80
PA/89542,74
PA/89543,76
PA/89544,83
PA/89545,78
PA/89546,68
PA/89547,73
PA/89548,75
PA/89549,68
PA/89550,74
PA/89551,79
PA/89552,79
PA/89553,80
PA/89554,77
PA/89555,81
PA/89556,74
PA/89557,86
PA/89558,81
PA/89559,69
PA/89560,80
PA/89561,81
PA/89562,80
PA/89563,69
PA/89564,84
PA/89565,81
PA/89566,80
PA/89567,79
PA/89568,73
PA/89569,68
PA/89570,83
PA/89571,74
PA/89572,76
PA/89573,68
PA/89574,82
PA/89575,73
PA/89576,83
PA/89577,85
PA/89578,82
PA/89579,82
PA/89580,78
PA/89581,74
PA/89582,79
PA/89583,71
PA/89584,86
PA/89585,75
PA/89586,82
PA/89587,70
PA/89588,75
PA/89589,85
PA/89590,82
PA/89591,76
PA/89592,83
PA/89593,75
PA/89594,69
PA/89595,77
PA/89596,83
PA/89597,84
PA/89598,76
PA/89599,75
PA/89600,70
PA/89601,86
PA/89602,80
PA/89603,83
PA/89604,78
PA/89605,82
PA/89606,74
PA/89607,81
PA/89608,70
PA/89609,75
PA/89610,80
PA/89611,69
PA/89612,84
PA/89613,86
PA/89614,77
PA/89615,85
PA/89616,79
PA/89617,86
PA/89618,74
PA/89619,87
PA/89620,85
PA/89621,67
PA/89622,82
PA/89623,76
PA/89624,78
PA/89625,87
PA/89626,78
PA/89627,72
PA/89628,80
PA/89629,79
PA/89630,72
PA/89631,85
PA/89632,77
PA/89633,72
PA/89634,82
PA/89635,68
PA/89636,70
PA/89637,79
PA/89638,75
PA/89639,82
PA/89640,69
PA/89641,81
PA/89642,85
PA/89643,72
PA/89644,70
PA/89645,73
PA/89646,72
PA/89647,71
PA/89648,84
PA/89649,85
PA/89650,83
PA/89651,68
PA/89652,69
PA/89653,87
PA/89654,81
PA/89655,84
PA/89656,82
PA/89657,77
PA/89658,67
PA/89659,80
PA/89660,73
PA/89661,86
PA/89662,72
PA/89663,86
PA/89664,69
PA/89665,78
PA/89666,73
PA/89667,82
PA/89668,79
PA/89669,71
PA/89670,73
PA/89671,68
PA/89672,81
PA/89673,81
PA/89674,77
PA/89675,75
PA/89676,68
PA/89677,74
PA/89678,83
PA/89679,67
PA/89680,73
PA/89681,76
PA/89682,68
PA/89683,85
PA/89684,68
PA/89685,70
PA/89686,70
PA/89687,81
PA/89688,72
PA/89689,79
PA/89690,83
PA/89691,78
PA/89692,74
PA/89693,75
PA/89694,70
PA/89695,85
PA/89696,72
PA/89697,82
PA/89698,87
PA/89699,80
PA/89700,82
PA/89701,81
PA/89702,75
PA/89703,76
PA/89704,87
PA/89705,75
PA/89706,67
PA/89707,87
PA/89708,78
PA/89709,80
PA/89710,87
PA/89711,76
PA/89712,74
PA/89713,85
PA/89714,80
PA/89715,68
PA/89716,80
PA/89717,78
PA/89718,86
PA/89719,71
PA/89720,74
PA/89721,80
PA/89722,82
PA/89723,75
PA/89724,83
PA/89725,76
PA/89726,70
PA/89727,81
PA/89728,79
PA/89729,70
PA/89730,86
PA/89731,70
PA/89732,69
PA/89733,79
PA/89734,70
PA/89735,80
PA/89736,80
PA/89737,71
PA/89738,70
PA/89739,77
PA/89740,87
PA/89741,76
PA/89742,73
PA/89743,86
PA/89744,76
PA/89745,78
PA/89746,85
PA/89747,79
PA/89748,71
PA/89749,75
PA/89750,83
PA/89751,75
PA/89752,68
PA/89753,67
PA/89754,80
PA/89755,67
PA/89756,79
PA/89757,68
PA/89758,82
PA/89759,81
PA/89760,69
PA/89761,85
PA/89762,72
PA/89763,82
PA/89764,75
PA/89765,80
PA/89766,85
PA/89767,76
PA/89768,79
PA/89769,71
PA/89770,73
PA/89771,75
PA/89772,70
PA/89773,77
PA/89774,72
PA/89775,84
PA/89776,83
PA/89777,78
PA/89778,79
PA/89779,79
PA/89780,85
PA/89781,84
PA/89782,85
PA/89783,86
PA/89784,76
PA/89785,87
PA/89786,69
PA/89787,73
PA/89788,68
PA/89789,84
PA/89790,70
PA/89791,85
PA/89792,75
PA/89793,85
PA/89794,67
PA/89795,70
PA/89796,73
PA/89797,80
PA/89798,81
PA/89799,69
PA/89800,86
PA/89801,74
PA/89802,82
PA/89803,73
PA/89804,72
PA/89805,67
PA/89806,81
PA/89807,69
PA/89808,76
PA/89809,81
PA/89810,81
PA/89811,72
PA/89812,70
PA/89813,80
PA/89814,76
PA/89815,72
PA/89816,70
PA/89817,83
PA/89818,75
PA/89819,80
PA/89820,73
PA/89821,74
PA/89822,85
PA/89823,73
PA/89824,87
PA/89825,82
PA/89826,72
PA/89827,74
PA/89828,86
PA/89829,84
PA/89830,83
PA/89831,72
PA/89832,77
PA/89833,82
PA/89834,76
PA/89835,80
PA/89836,83
PA/89837,67
PA/89838,87
PA/89839,84
PA/89840,71
PA/89841,74
PA/89842,69
PA/89843,84
PA/89844,83
PA/89845,73
PA/89846,83
PA/89847,82
PA/89848,76
PA/89849,87
PA/89850,85
PA/89851,86
PA/89852,78
PA/89853,70
PA/89854,79
PA/89855,85
PA/89856,74
PA/89857,71
PA/89858,68
PA/89859,87
PA/89860,83
PA/89861,84
PA/89862,81
PA/89863,80
PA/89864,81
PA/89865,78
PA/89866,67
PA/89867,79
PA/89868,67
PA/89869,79
PA/89870,69
PA/89871,86
PA/89872,81
PA/89873,71
PA/89874,79
PA/89875,81
PA/89876,71
PA/89877,67
PA/89878,79
PA/89879,74
PA/89880,84
PA/89881,68
PA/89882,70
PA/89883,69
PA/89884,75
PA/89885,85
PA/89886,73
PA/89887,83
PA/89888,72
PA/89889,78
PA/89890,78
PA/89891,86
PA/89892,81
PA/89893,73
PA/89894,76
PA/89895,73
PA/89896,73
PA/89897,82
PA/89898,70
PA/89899,80
PA/89900,78
PA/89901,87
PA/89902,77
PA/89903,73
PA/89904,87
PA/89905,73
PA/89906,69
PA/89907,70
PA/89908,70
PA/89909,86
PA/89910,80
PA/89911,74
PA/89912,72
PA/89913,83
PA/89914,84
PA/89915,72
PA/89916,87
PA/89917,68
PA/89918,75
PA/89919,76
PA/89920,80
PA/89921,80
PA/89922,71
PA/89923,83
PA/89924,80
PA/89925,76
PA/89926,79
PA/89927,84
PA/89928,84
PA/89929,77
PA/89930,81
PA/89931,84
PA/89932,82
PA/89933,83
PA/89934,70
PA/89935,87
PA/89936,83
PA/89937,69
PA/89938,70
PA/89939,74
PA/89940,67
PA/89941,70
PA/89942,82
PA/89943,82
PA/89944,79
PA/89945,71
PA/89946,80
PA/89947,74
PA/89948,80
PA/89949,84
PA/89950,80
PA/89951,74
PA/89952,75
PA/89953,81
PA/89954,80
PA/89955,86
PA/89956,74
PA/89957,73
PA/89958,79
PA/89959,86
PA/89960,82
PA/89961,84
PA/89962,68
PA/89963,69
PA/89964,84
PA/89965,84
PA/89966,67
PA/89967,83
PA/89968,79
PA/89969,72
PA/89970,68
PA/89971,74
PA/89972,80
PA/89973,75
PA/89974,79
PA/89975,84
PA/89976,81
PA/89977,73
PA/89978,80
PA/89979,78
PA/89980,69
PA/89981,85
PA/89982,68
PA/89983,78
PA/89984,78
PA/89985,77
PA/89986,73
PA/89987,73
PA/89988,72
PA/89989,70
PA/89990,78
PA/89991,78
PA/89992,77
PA/89993,78
PA/89994,73
PA/89995,87
PA/89996,76
PA/89997,81
PA/89998,86
PA/89999,74
PA/90000,80
PA/90001,71
PA/90002,87
PA/90003,72
PA/90004,70
PA/90005,74
PA/90006,84
PA/90007,82
PA/90008,67
PA/90009,73
PA/90010,76
PA/90011,84
PA/90012,81
PA/90013,83
PA/90014,82
PA/90015,74
PA/90016,82
PA/90017,68
PA/90018,79
PA/90019,78
PA/90020,67
PA/90021,72
PA/90022,75
PA/90023,69
PA/90024,84
PA/90025,69
PA/90026,85
PA/90027,74
PA/90028,67
PA/90029,85
PA/90030,68
PA/90031,87
PA/90032,68
PA/90033,71
PA/90034,74
PA/90035,85
PA/90036,82
PA/90037,72
PA/90038,79
PA/90039,87
PA/90040,75
PA/90041,82
PA/90042,70
PA/90043,74
PA/90044,72
PA/90045,84
PA/90046,81
PA/90047,69
PA/90048,79
PA/90049,79
PA/90050,78
PA/90051,81
PA/90052,82
PA/90053,68
PA/90054,73
PA/90055,75
PA/90056,87
PA/90057,71
PA/90058,67
PA/90059,83
PA/90060,68
PA/90061,76
PA/90062,73
PA/90063,80
PA/90064,84
PA/90065,77
PA/90066,87
PA/90067,80
PA/90068,85
PA/90069,78
PA/90070,78
PA/90071,78
PA/90072,71
PA/90073,83
PA/90074,71
PA/90075,70
PA/90076,82
PA/90077,86
PA/90078,84
PA/90079,85
PA/90080,73
PA/90081,75
PA/90082,87
PA/90083,76
PA/90084,74
PA/90085,82
PA/90086,87
PA/90087,74
PA/90088,83
PA/90089,75
PA/90090,80
PA/90091,67
PA/90092,83
PA/90093,71
PA/90094,75
PA/90095,76
PA/90096,69
PA/90097,84
PA/90098,78
PA/90099,68
PA/90100,72
PA/90101,81
PA/90102,79
PA/90103,82
PA/90104,81
PA/90105,82
PA/90106,72
PA/90107,69
PA/90108,85
PA/90109,73
PA/90110,75
PA/90111,81
PA/90112,78
PA/90113,75
PA/90114,69
PA/90115,79
PA/90116,82
PA/90117,77
PA/90118,68
PA/90119,74
PA/90120,85
PA/90121,67
PA/90122,78
PA/90123,87
PA/90124,76
PA/90125,67
PA/90126,75
PA/90127,78
PA/90128,80
PA/90129,83
PA/90130,73
PA/90131,69
PA/90132,74
PA/90133,70
PA/90134,75
PA/90135,83
PA/90136,87
PA/90137,85
PA/90138,73
PA/90139,71
PA/90140,80
PA/90141,75
PA/90142,68
PA/90143,71
PA/90144,72
PA/90145,77
PA/90146,87
PA/90147,74
PA/90148,76
PA/90149,76
PA/90150,67
PA/90151,71
PA/90152,85
PA/90153,84
PA/90154,82
PA/90155,79
PA/90156,72
PA/90157,83
PA/90158,78
PA/90159,86
PA/90160,85
PA/90161,68
PA/90162,74
PA/90163,79
PA/90164,74
PA/90165,71
PA/90166,80
PA/90167,69
PA/90168,87
PA/90169,84
PA/90170,84
PA/90171,67
PA/90172,73
PA/90173,78
PA/90174,75
PA/90175,76
PA/90176,69
PA/90177,84
PA/90178,75
PA/90179,73
PA/90180,77
PA/90181,79
PA/90182,74
PA/90183,68
PA/90184,72
PA/90185,76
PA/90186,80
PA/90187,72
PA/90188,74
PA/90189,73
PA/90190,71
PA/90191,86
PA/90192,77
PA/90193,78
PA/90194,73
PA/90195,68
PA/90196,77
PA/90197,74
PA/90198,70
PA/90199,75
PA/90200,82
PA/90201,70
PA/90202,80
PA/90203,74
PA/90204,79
PA/90205,86
PA/90206,84
PA/90207,80
PA/90208,72
PA/90209,68
PA/90210,82
PA/90211,67
PA/90212,79
PA/90213,85
PA/90214,78
PA/90215,83
PA/90216,87
PA/90217,71
PA/90218,67
PA/90219,78
PA/90220,67
PA/90221,70
PA/90222,67
PA/90223,85
PA/90224,75
PA/90225,77
PA/90226,85
PA/90227,79
PA/90228,81
PA/90229,72
PA/90230,84
PA/90231,75
PA/90232,80
PA/90233,82
PA/90234,76
PA/90235,80
PA/90236,78
PA/90237,79
PA/90238,80
PA/90239,71
PA/90240,79
PA/90241,74
PA/90242,72
PA/90243,72
PA/90244,84
PA/90245,77
PA/90246,68
PA/90247,67
PA/90248,70
PA/90249,85
PA/90250,83
PA/90251,84
PA/90252,87
PA/90253,87
PA/90254,71
PA/90255,84
PA/90256,69
PA/90257,87
PA/90258,78
PA/90259,86
PA/90260,86
PA/90261,74
PA/90262,71
PA/90263,67
PA/90264,67
PA/90265,75
PA/90266,72
PA/90267,80
PA/90268,70
PA/90269,67
PA/90270,70
PA/90271,86
PA/90272,84
PA/90273,80
PA/90274,71
PA/90275,86
PA/90276,75
PA/90277,78
PA/90278,77
PA/90279,77
PA/90280,72
PA/90281,83
PA/90282,70
PA/90283,87
PA/90284,67
PA/90285,71
PA/90286,74
PA/90287,69
PA/90288,86
PA/90289,74
PA/90290,78
PA/90291,83
PA/90292,82
PA/90293,81
PA/90294,71
PA/90295,81
PA/90296,77
PA/90297,74
PA/90298,70
PA/90299,71
PA/90300,72
PA/90301,74
PA/90302,86
PA/90303,70
PA/90304,76
PA/90305,69
PA/90306,85
PA/90307,84
PA/90308,87
PA/90309,70
PA/90310,75
PA/90311,73
PA/90312,80
PA/90313,70
PA/90314,70
PA/90315,87
PA/90316,87
PA/90317,81
PA/90318,70
PA/90319,77
PA/90320,79
PA/90321,77
PA/90322,80
PA/90323,84
PA/90324,82
PA/90325,77
PA/90326,75
PA/90327,71
PA/90328,76
PA/90329,79
PA/90330,67
PA/90331,87
PA/90332,67
PA/90333,73
PA/90334,67
PA/90335,67
PA/90336,67
PA/90337,73
PA/90338,68
PA/90339,82
PA/90340,69
PA/90341,83
PA/90342,73
PA/90343,72
PA/90344,67
PA/90345,86
PA/90346,70
PA/90347,84
PA/90348,70
PA/90349,87
PA/90350,78
PA/90351,70
PA/90352,78
PA/90353,82
PA/90354,70
PA/90355,67
PA/90356,68
PA/90357,82
PA/90358,69
PA/90359,77
PA/90360,69
PA/90361,75
PA/90362,84
PA/90363,76
PA/90364,68
PA/90365,67
PA/90366,69
PA/90367,74
PA/90368,69
PA/90369,78
PA/90370,83
PA/90371,74
PA/90372,69
PA/90373,86
PA/90374,75
PA/90375,86
PA/90376,87
PA/90377,81
PA/90378,70
PA/90379,82
PA/90380,76
PA/90381,69
PA/90382,87
PA/90383,80
PA/90384,83
PA/90385,86
PA/90386,73
PA/90387,78
PA/90388,87
PA/90389,76
PA/90390,68
PA/90391,72
PA/90392,79
PA/90393,84
PA/90394,81
PA/90395,72
PA/90396,86
PA/90397,71
PA/90398,70
PA/90399,84
PA/90400,77
PA/90401,68
PA/90402,86
PA/90403,73
PA/90404,67
PA/90405,72
PA/90406,84
PA/90407,82
PA/90408,68
PA/90409,73
PA/90410,72
PA/90411,75
PA/90412,85
PA/90413,76
PA/90414,78
PA/90415,83
PA/90416,83
PA/90417,80
PA/90418,67
PA/90419,74
PA/90420,87
PA/90421,67
PA/90422,84
PA/90423,79
PA/90424,79
PA/90425,85
PA/90426,71
PA/90427,77
PA/90428,74
PA/90429,86
PA/90430,77
PA/90431,82
PA/90432,80
PA/90433,80
PA/90434,77
PA/90435,86
PA/90436,69
PA/90437,75
PA/90438,72
PA/90439,84
PA/90440,79
PA/90441,72
PA/90442,70
PA/90443,86
PA/90444,77
PA/90445,86
PA/90446,81
PA/90447,78
PA/90448,74
PA/90449,77
PA/90450,79
PA/90451,87
PA/90452,79
PA/90453,86
PA/90454,78
PA/90455,75
PA/90456,84
PA/90457,69
PA/90458,74
PA/90459,85
PA/90460,83
PA/90461,67
PA/90462,81
PA/90463,78
PA/90464,68
PA/90465,67
PA/90466,77
PA/90467,73
PA/90468,67
PA/90469,82
PA/90470,80
PA/90471,82
PA/90472,86
PA/90473,85
PA/90474,78
PA/90475,81
PA/90476,72
PA/90477,67
PA/90478,87
PA/90479,82
PA/90480,74
PA/90481,70
PA/90482,87
PA/90483,79
PA/90484,78
PA/90485,84
PA/90486,85
PA/90487,81
PA/90488,72
PA/90489,80
PA/90490,70
PA/90491,87
PA/90492,76
PA/90493,85
PA/90494,77
PA/90495,86
PA/90496,74
PA/90497,70
PA/90498,68
PA/90499,76
PA/90500,77
PA/90501,78
PA/90502,70
PA/90503,85
PA/90504,80
PA/90505,81
PA/90506,85
PA/90507,70
PA/90508,69
PA/90509,78
PA/90510,67
PA/90511,83
PA/90512,75
PA/90513,70
PA/90514,73
PA/90515,84
PA/90516,79
PA/90517,84
PA/90518,86
PA/90519,87
PA/90520,87
PA/90521,69
PA/90522,71
PA/90523,76
PA/90524,82
PA/90525,80
PA/90526,87
PA/90527,76
PA/90528,76
PA/90529,71
PA/90530,83
PA/90531,86
PA/90532,85
PA/90533,79
PA/90534,86
PA/90535,80
PA/90536,68
PA/90537,79
PA/90538,72
PA/90539,68
PA/90540,82
PA/90541,87
PA/90542,81
PA/90543,81
PA/90544,86
PA/90545,79
PA/90546,74
PA/90547,68
PA/90548,73
PA/90549,82
PA/90550,70
PA/90551,84
PA/90552,85
PA/90553,79
PA/90554,79
PA/90555,84
PA/90556,76
PA/90557,72
PA/90558,82
PA/90559,68
PA/90560,78
PA/90561,67
PA/90562,71
PA/90563,86
PA/90564,84
PA/90565,71
PA/90566,83
PA/90567,70
PA/90568,71
PA/90569,80
PA/90570,86
PA/90571,73
PA/90572,74
PA/90573,82
PA/90574,81
PA/90575,79
PA/90576,69
PA/90577,85
PA/90578,78
PA/90579,74
PA/90580,69
PA/90581,79
PA/90582,71
PA/90583,80
PA/90584,74
PA/90585,81
PA/90586,80
PA/90587,78
PA/90588,72
PA/90589,80
PA/90590,69
PA/90591,82
PA/90592,74
PA/90593,80
PA/90594,72
PA/90595,76
PA/90596,70
PA/90597,87
PA/90598,68
PA/90599,77
PA/90600,86
PA/90601,76
PA/90602,80
PA/90603,74
PA/90604,70
PA/90605,75
PA/90606,71
PA/90607,74
PA/90608,71
PA/90609,76
PA/90610,74
PA/90611,73
PA/90612,69
PA/90613,76
PA/90614,75
PA/90615,82
PA/90616,83
PA/90617,73
PA/90618,73
PA/90619,72
PA/90620,67
PA/90621,69
PA/90622,72
PA/90623,82
PA/90624,73
PA/90625,82
PA/90626,71
PA/90627,86
PA/90628,87
PA/90629,72
PA/90630,85
PA/90631,79
PA/90632,76
PA/90633,69
PA/90634,73
PA/90635,71
PA/90636,76
PA/90637,68
PA/90638,80
PA/90639,76
PA/90640,76
PA/90641,75
PA/90642,75
PA/90643,71
PA/90644,77
PA/90645,76
PA/90646,75
PA/90647,69
PA/90648,77
PA/90649,82
PA/90650,75
PA/90651,78
PA/90652,71
PA/90653,86
PA/90654,72
PA/90655,81
PA/90656,81
PA/90657,83
PA/90658,73
PA/90659,77
PA/90660,71
PA/90661,67
PA/90662,74
PA/90663,78
PA/90664,74
PA/90665,75
PA/90666,81
PA/90667,71
PA/90668,84
PA/90669,81
PA/90670,83
PA/90671,85
PA/90672,74
PA/90673,81
PA/90674,79
PA/90675,70
PA/90676,72
PA/90677,70
PA/90678,87
PA/90679,79
PA/90680,86
PA/90681,82
PA/90682,71
PA/90683,81
PA/90684,80
PA/90685,70
PA/90686,68
PA/90687,86
PA/90688,78
PA/90689,74
PA/90690,81
PA/90691,86
PA/90692,84
PA/90693,71
PA/90694,82
PA/90695,78
PA/90696,72
PA/90697,74
PA/90698,78
PA/90699,70
PA/90700,75
PA/90701,72
PA/90702,73
PA/90703,81
PA/90704,70
PA/90705,74
PA/90706,87
PA/90707,81
PA/90708,76
PA/90709,81
PA/90710,72
PA/90711,86
PA/90712,85
PA/90713,86
PA/90714,87
PA/90715,82
PA/90716,77
PA/90717,82
PA/90718,73
PA/90719,84
PA/90720,85
PA/90721,86
PA/90722,82
PA/90723,70
PA/90724,67
PA/90725,73
PA/90726,76
PA/90727,68
PA/90728,75
PA/90729,71
PA/90730,78
PA/90731,68
PA/90732,71
PA/90733,79
PA/90734,72
PA/90735,83
PA/90736,69
PA/90737,78
PA/90738,82
PA/90739,70
PA/90740,84
PA/90741,72
PA/90742,73
PA/90743,85
PA/90744,80
PA/90745,73
PA/90746,87
PA/90747,69
PA/90748,79
PA/90749,78
PA/90750,71
PA/90751,68
PA/90752,86
PA/90753,73
PA/90754,80
PA/90755,68
PA/90756,76
PA/90757,85
PA/90758,87
PA/90759,75
PA/90760,70
PA/90761,71
PA/90762,68
PA/90763,70
PA/90764,80
PA/90765,68
PA/90766,76
PA/90767,79
PA/90768,84
PA/90769,74
PA/90770,69
PA/90771,85
PA/90772,70
PA/90773,78
PA/90774,67
PA/90775,81
PA/90776,67
PA/90777,78
PA/90778,81
PA/90779,69
PA/90780,85
PA/90781,80
PA/90782,80
PA/90783,84
PA/90784,71
PA/90785,69
PA/90786,85
PA/90787,67
PA/90788,76
PA/90789,84
PA/90790,73
PA/90791,83
PA/90792,72
PA/90793,81
PA/90794,71
PA/90795,83
PA/90796,82
PA/90797,85
PA/90798,72
PA/90799,72
PA/90800,71
PA/90801,72
PA/90802,87
PA/90803,81
PA/90804,71
PA/90805,68
PA/90806,70
PA/90807,80
PA/90808,74
PA/90809,71
PA/90810,82
PA/90811,73
PA/90812,73
PA/90813,68
PA/90814,70
PA/90815,70
PA/90816,73
PA/90817,79
PA/90818,78
PA/90819,76
PA/90820,80
PA/90821,84
PA/90822,83
PA/90823,69
PA/90824,82
PA/90825,69
PA/90826,82
PA/90827,86
PA/90828,74
PA/90829,78
PA/90830,83
PA/90831,81
PA/90832,80
PA/90833,85
PA/90834,68
PA/90835,71
PA/90836,75
PA/90837,81
PA/90838,68
PA/90839,86
PA/90840,87
PA/90841,79
PA/90842,70
PA/90843,82
PA/90844,73
PA/90845,78
PA/90846,71
PA/90847,71
PA/90848,67
PA/90849,77
PA/90850,84
PA/90851,81
PA/90852,84
PA/90853,76
PA/90854,79
PA/90855,79
PA/90856,82
PA/90857,87
PA/90858,68
PA/90859,82
PA/90860,74
PA/90861,70
PA/90862,78
PA/90863,70
PA/90864,86
PA/90865,79
PA/90866,84
PA/90867,69
PA/90868,73
PA/90869,79
PA/90870,83
PA/90871,82
PA/90872,86
PA/90873,67
PA/90874,86
PA/90875,72
PA/90876,76
PA/90877,74
PA/90878,70
PA/90879,82
PA/90880,85
PA/90881,75
PA/90882,67
PA/90883,78
PA/90884,69
PA/90885,75
PA/90886,82
PA/90887,86
PA/90888,85
